id_spatial	Long	Lat	Island	Coral	CCA	Turf	Macro	Other	Grazers	Scrapers	Browsers	Predators	Secondary	Effluent	Sedimentation	New_Development	Habitat_Modification	Invasive_Algae	Fishing_Comm_Total	Fishing_NonComm_Boat_Total	Fishing_NonComm_Shore_Line	Fishing_NonComm_Shore_Net	Fishing_NonComm_Shore_Spear	SST_CLIM_M	SST_STD	CHL_CLIM_M	CHL_ANOM_F	PAR_CLIM_M	PAR_STD	WAV_CLIM_M	WAV_ANOM_F	Complexity	Depth	Regime	Regime1	Regime2	Regime3	Regime5
514	-155,9486427	19,85555797	Hawaii	32,78890637	17,87811817	38,60929893	0	10,14790802	13,44201333	16,0703958	0,589169374	11,26695251	21,23115923	90,54148482	0	0,00217072	0	0	0,0665927	0,273946	7,28079072	0	6,66096108	27,4354	0,8714144	0,091600001	0,170000002	54,06439972	8,343099594	8,258028412	0,050097998	12,16507234	10,3632	3	0	0	1	0
515	-155,9484965	19,85385008	Hawaii	31,29182522	13,7376559	49,91203472	0	4,465654558	6,371638519	28,51965707	2,024022366	1,651879228	14,82687413	188,6280886	0	0,0024854	0	0	0,0665927	0,273157933	18,2019768	3,0096967	7,366120167	27,42633333	0,864846667	0,091600001	0,170000002	54,06439972	8,343099594	8,105873108	0,050097998	10,03968349	3,048	3	0	0	1	0
517	-155,9700549	19,56905716	Hawaii	28,45227616	8,401303897	59,93281636	0,599637783	0,517011506	5,463872085	4,846805807	0,379653842	2,646735299	12,14546246	4357,309082	0	0,1168395	0	0	0,1775087	0,54929025	21,84249548	0	5,448525675	27,515	0,8134	0,0583	0,0138	42,082901	6,82460022	12,8735733	0,051272001	12,83371836	10,572	5	0	0	0	1
518	-155,9461296	19,85495584	Hawaii	35,59821191	15,88767997	38,55812376	0,111155551	8,956039921	4,536515448	6,929912592	0,652974741	2,167321366	18,27500801	141,4710693	0	0,002377775	0	0	0,0665927	0,271691825	0,7279809	0	7,075769175	27,415	0,856637	0,091600001	0,170000002	54,06439972	8,343099594	7,915678978	0,050097998	11,13738091	6,2484	5	0	0	0	1
519	-155,9674306	19,58020647	Hawaii	6,4	4,8	72,4	0,4	6,8	8,437567705	12,77761609	3,340034171	0,025301863	10,87798374	7186,730469	0	0,1302293	1	0	0,1775087	0,55170815	29,1233273	3,0096967	7,4166505	27,515	0,8134	0,0583	0,0138	42,082901	6,82460022	10,62812233	0,049118999	1,06211826	1,524	2	0	1	0	0
520	-155,9446336	19,85431747	Hawaii	29,70384551	20,15766955	46,8058307	0,088933333	1,817699976	6,902620408	9,058148474	1,262474663	4,250558693	23,66856284	186,7418091	0	0,00227896	0	0	0,0665927	0,2702987	0,9464024	0	6,08699646	27,415	0,856637	0,091600001	0,170000002	54,06439972	8,343099594	7,915678978	0,050097998	16,08273415	9,4488	5	0	0	0	1
521	-155,9432422	19,85267664	Hawaii	15,36531199	21,36498596	56,22107462	0,148222222	5,069136933	3,472840251	4,822338787	0,455846367	1,631958785	11,65511486	481,0016479	0	0,002405467	0	0	0,0665927	0,268524033	1,8200884	0	6,6628782	27,415	0,856637	0,091600001	0,170000002	54,06439972	8,343099594	7,407063007	0,050294001	17,95582465	8,8392	5	0	0	0	1
522	-155,9674134	19,5532682	Hawaii	32,8	4	62,8	0	0	26,86425904	8,010725277	5,658878138	1,137729626	32,01261854	367,8247681	0	0,12644605	0	0	0,1775087	0,5424542	29,1233273	1,50484835	5,05369315	27,515	0,8134	0,0583	0,0138	42,082901	6,82460022	13,85615826	0,052838001	19,18397347	5,9436	3	0	0	1	0
523	-155,9664015	19,55704035	Hawaii	2,4	8,8	81,6	0	7,2	42,18287956	0	4,546640989	0,706899369	15,81684951	4442,191406	0	0,1328538	1	0	0,1775087	0,5438176	29,1233273	3,0096967	7,4221373	27,515	0,8134	0,0583	0,0138	42,082901	6,82460022	13,85615826	0,052838001	14,24816829	3,048	3	0	0	1	0
524	-155,9418255	19,85071692	Hawaii	36,55945869	13,42795574	31,55231544	0	15,14333448	3,780372858	0,444072763	0,320479549	0,889228823	9,633509194	481,0016479	0	0,0024854	0	0	0,0665927	0,2660836	1,8200884	1,8811569	7,384264	27,415	0,856637	0,091600001	0,170000002	54,06439972	8,343099594	7,407063007	0,050294001	16,4155392	2,1336	3	0	0	1	0
525	-155,9656675	19,5512747	Hawaii	7,2	14,4	66,4	0	0,8	16,42682386	5,080649175	1,199108741	0	53,89254517	282,9421387	0	0,1302293	0	0	0,1775087	0,541535	29,1233273	3,0096967	7,3071404	27,55	0,822759	0,0583	0,0138	42,082901	6,82460022	13,36125183	0,053424999	0	3,6576	3	0	0	1	0
526	-155,9383284	19,8509158	Hawaii	58,38550184	10,05166001	29,18203884	0	2,380799314	5,583990762	22,26615195	0,757827692	2,124682189	11,05363213	565,8842773	0	0,00230562	0	0	0,0665927	0,26329496	5,09646608	0	6,68230512	27,415	0,856637	0,091600001	0,170000002	54,06439972	8,343099594	7,384759903	0,050294001	6,662664946	3,048	3	0	0	1	0
527	-155,9622855	19,54826321	Hawaii	60,06774624	3,786718861	33,63898304	0,414102564	0,946888315	11,22847607	6,559379889	1,5037611	3,716608815	11,53946439	282,9421387	0	0,1202396	0	0	0,1775087	0,5388866	18,2019768	0	7,0614018	27,55	0,822759	0,0583	0,0138	42,082901	6,82460022	13,20345497	0,052250002		11,3	5	0	0	0	1
528	-155,9373182	19,8525847	Hawaii	24,00114027	29,33652269	42,46575089	0	2,323392544	2,214201015	6,108253199	0,718921764	14,62175928	26,14929866	565,8842773	0	0,001954733	0	0	0,0665927	0,2639851	0	0	5,1454317	27,415	0,856637	0,091600001	0,170000002	54,06439972	8,343099594	7,384759903	0,050294001	6,886078474	16,764	3	0	0	1	0
529	-155,9367596	19,85020252	Hawaii	59,41789664	7,609736597	25,48788791	0	6,539596918	1,921134364	3,87555858	0,594440472	2,773866644	20,11486309	565,8842773	0	0,0024407	0	0	0,0665927	0,26140855	18,2019768	0,94057845	7,28564025	27,415	0,856637	0,091600001	0,170000002	54,06439972	8,343099594	7,384759903	0,050294001	8,36043018	3,2004	3	0	0	1	0
530	-155,9602561	19,54853788	Hawaii	5,6	0,8	92,8	0	0	34,53967107	3,799421683	8,761754836	0	62,7317114	282,9421387	0	0,1302293	0	0	0,1775087	0,5374666	29,1233273	3,0096967	7,417717	27,55	0,822759	0,0583	0,0138	42,082901	6,82460022	13,20345497	0,052250002		4,572	3	0	0	1	0
533	-155,9344084	19,8544754	Hawaii	32,45930852	11,97134534	35,81141049	0	19,31347216	3,862264667	10,42259794	0,305655869	5,664770184	26,49188815	832,6582729	0	0,001816729	0	0	0,0665927	0,262392286	0	0,429956671	6,536747186	27,415	0,856637	0,091600001	0,170000002	54,06439972	8,343099594	7,257834503	0,050909001	10,28062554	7,3152	3	0	0	1	0
534	-155,9339395	19,85820837	Hawaii	23,83304732	16,66134793	55,6479056	0	2,730238522	2,22974607	12,0483275	0,086522969	11,41170828	32,56790443	806,3850708	0	0,00089745	0	0	0,0665927	0,26257585	0	0	6,4378581	27,415	0,856637	0,091600001	0,170000002	54,06439972	8,343099594	6,940520952	0,052446501	10,87071114	11,5824	3	0	0	1	0
535	-155,9331315	19,85628349	Hawaii	36,25176281	12,63876724	28,20148858	0	21,76467904	2,044918634	1,851514784	0,889518381	0	10,5978496	877,1206055	0	0,0015706	0	0	0,0665927	0,2614506	0	3,0096967	7,30520085	27,415	0,856637	0,091600001	0,170000002	54,06439972	8,343099594	6,496282101	0,054598998	4,656758897	5,7912	3	0	0	1	0
536	-155,9587488	19,54264944	Hawaii	8,8	2,4	88	0	0	28,62907287	28,61999243	2,4971889	5,193069448	13,99905712	650,7669067	0	0,1302293	0	0	0,1775087	0,5346629	7,2806268	3,0096967	7,4221373	27,55	0,822759	0,0583	0,0138	44,25730133	6,879199982	13,30517387	0,052641999		7,0104	3	0	0	1	0
537	-155,9587593	19,5390472	Hawaii	9,6	3,2	86,4	0	0	9,298787316	6,110445025	2,642723859	0	3,96496989	650,7669067	0	0,1302293	0	0	0,1775087	0,5324612	7,2806268	3,0096967	7,4202957	27,55	0,822759	0,0583	0,0138	44,25730133	6,879199982	13,30517387	0,052641999		3,048	3	0	0	1	0
538	-155,9327819	19,85461707	Hawaii	54,79151348	7,915229139	33,83225935	0	2,555819698	5,109142163	8,722269996	0	9,692617044	19,64224103	877,1206055	0	0,001888067	0	0	0,0665927	0,2611189	0	3,0096967	7,320762	27,415	0,856637	0,091600001	0,170000002	54,06439972	8,343099594	6,496282101	0,054598998	2,848935343	4,2672	3	0	0	1	0
539	-155,9601952	19,51595779	Hawaii	9,6	3,2	87,2	0	0	34,96840032	11,82366567	5,285447719	3,6015	12,06758768	311,2363586	0	0,1302293	0	0	0,1775087	0,5170097	29,1233273	3,0096967	7,3205767	27,55	0,822759	0,0583	0,0138	44,25730133	6,879199982	13,14192104	0,06047	7,156109862	7,9248	3	0	0	1	0
540	-155,9318307	19,85870143	Hawaii	42,21759475	4,431537964	44,25317728	0	8,563070514	5,037936558	9,495592249	0,71819266	9,341220789	17,73940279	806,3850708	0	0,001133733	0	0	0,0665927	0,260910767	0	2,006464467	7,183429967	27,415	0,856637	0,091600001	0,170000002	54,06439972	8,343099594	6,496282051	0,054598999	2,815247197	5,1816	3	0	0	1	0
541	-155,9316933	19,85639453	Hawaii	40,17721723	11,06440638	42,74924173	0	4,952535914	8,239647528	3,805872125	0,635368731	1,590620182	14,83649731	877,1206055	0	0,001684825	0	0	0,0665927	0,260260075	0	3,0096967	7,329611525	27,415	0,856637	0,091600001	0,170000002	54,06439972	8,343099594	6,496282101	0,054598998	2,669466431	4,1148	3	0	0	1	0
542	-155,9573681	19,52906724	Hawaii	4	1,6	94,4	0	0	39,31991822	11,42271244	0	4,950867112	7,16934319	367,8247681	0	0,1302293	0	0	0,1775087	0,5247844	10,9210768	3,0096967	7,3832293	27,55	0,822759	0,0583	0,0138	44,25730133	6,879199982	12,80481529	0,059294999		5,1816	3	0	0	1	0
543	-155,903724	20,18213657	Hawaii	19,2	6,4	73,6	0	0	9,492482746	0	0	0	12,02298782	339,5305786	11,2963543	0,0036523	0	0	0,0119203	0,1538116	18,2019768	0	4,2435455	27,671	0,915251	0,071500003	0,0079	56,0243988	10,57929993	6,915670872	0,051075999	7,033614654	12,8016	3	0	0	1	0
544	-155,9568493	19,53357787	Hawaii	14,83099415	2,506280927	81,41856725	0,049038462	0,996333783	20,13085271	0	3,371156195	0	12,37341401	650,7669067	0	0,1302293	0	0	0,1775087	0,5278865	7,2806268	3,0096967	7,4221373	27,55	0,822759	0,0583	0,0138	44,25730133	6,879199982	13,018363	0,054795001		5,548	1	1	0	0	0
545	-155,9305171	19,85447323	Hawaii	41,50579185	6,12002854	48,21517403	0	3,259111111	8,055998162	7,770250975	1,41639092	0,024088792	20,14027555	877,1206055	0	0,0021556	0	0	0,0665927	0,259128567	12,1346512	3,0096967	7,361729933	27,415	0,856637	0,091600001	0,170000002	54,06439972	8,343099594	6,496282101	0,054598998	2,752726463	3,3528	3	0	0	1	0
546	-155,95748	19,52370744	Hawaii	27,6	2,8	66,8	0	2,8	12,69823174	8,242172942	4,730769407	3,600177988	26,2938395	282,9421387	0	0,12644605	0	0	0,1775087	0,52147485	29,1233273	1,50484835	7,1225481	27,55	0,822759	0,0583	0,0138	44,25730133	6,879199982	12,80481529	0,059294999		10,2108	3	0	0	1	0
547	-155,9031073	20,18617308	Hawaii	28,26666667	13,33333333	53,6	0,266666667	3,733333333	7,668563196	2,267126658	0,895632752	2,052783981	22,93077907	339,5305786	10,48479333	0,0038227	1	0	0,0119203	0,151367467	18,2019768	0,6270523	7,293745033	27,671	0,915251	0,071500003	0,0079	56,0243988	10,57929993	7,034646034	0,054403	10,62182492	6,4008	5	0	0	0	1
549	-155,9029967	20,1841525	Hawaii	59,2	11,6	23,6	0,4	4,8	3,307909825	0,445007176	1,335827327	1,367735215	17,88474209	339,5305786	11,746452	0,003711633	1	0	0,0119203	0,152881533	18,2019768	0	4,65999855	27,671	0,915251	0,071500003	0,0079	56,0243988	10,57929993	7,034646034	0,054403	7,342938254	11,8872	5	0	0	0	1
550	-155,9293821	19,86081097	Hawaii	38,13148254	5,048391881	37,86880923	0,111155551	16,96435038	4,012722233	4,140163706	0,439499442	8,734254328	24,57757411	735,6495361	0	0,001117129	0	0	0,0665927	0,259901929	0	0,429956671	6,620477529	27,415	0,856637	0,091600001	0,170000002	54,06439972	8,343099594	6,496282029	0,054598999	8,430983198	6,096	5	0	0	0	1
551	-155,9024919	20,18117518	Hawaii	19,8	25,8	47,8	0	4,2	17,10939605	8,241500562	1,792067241	6,994778184	34,62085811	339,5305786	11,22798133	0,00384535	0	0	0,0119203	0,1545881	18,2019768	1,410867675	4,38218045	27,671	0,915251	0,071500003	0,0079	56,0243988	10,57929993	6,915670872	0,051075999	9,861330455	5,6388	3	0	0	1	0
552	-155,9019522	20,18507724	Hawaii	3,6	22	71,2	0	0	15,49699378	1,512683981	6,067645941	0	14,09871479	339,5305786	11,7645154	0,00388705	1	0	0,0119203	0,15225935	18,2019768	1,8811569	7,36895395	27,671	0,915251	0,071500003	0,0079	56,0243988	10,57929993	7,034646034	0,054403	8,331284444	2,7432	3	0	0	1	0
553	-155,9286847	19,85894278	Hawaii	46,04656856	5,777584674	33,92356353	0	13,40076587	7,061887335	12,9449607	0,564077364	3,398272565	20,7404648	753,3334198	0	0,0016404	0	0	0,0665927	0,258577338	0	3,0096967	7,33514865	27,415	0,856637	0,091600001	0,170000002	54,06439972	8,343099594	6,496282088	0,054598998	2,000288467	4,4196	3	0	0	1	0
554	-155,9288589	19,85582595	Hawaii	22,37678241	3,57706521	70,52471061	0	3,22501214	6,075355539	11,51874672	0	1,72850611	14,07060446	820,5322266	0	0,002093225	0	0	0,0665927	0,25816625	0	3,0096967	7,3629197	27,415	0,856637	0,091600001	0,170000002	54,06439972	8,343099594	6,496282101	0,054598998	2,902228904	3,3528	3	0	0	1	0
555	-155,902048	20,17914904	Hawaii	20	16,4	62,4	0,4	0,8	16,14352175	3,630041504	0,934681324	0	33,10610197	339,5305786	10,04677295	0,0039494	0	0	0	0	0	0	0	27,671	0,915251	0,071500003	0,0079	56,0243988	10,57929993	6,915670872	0,051075999	8,842163088	5,6388	1	1	0	0	0
556	-155,9012378	20,18378287	Hawaii	2,933333333	10,4	84,8	0	0	9,628596816	2,538360809	4,964297418	0	11,75738232	339,5305786	12,30342349	0,003872629	1	0	0,0119203	0,152976029	18,2019768	1,8811569	4,627002357	27,671	0,915251	0,071500003	0,0079	56,0243988	10,57929993	7,034646034	0,054403	10,09183638	2,4384	3	0	0	1	0
557	-155,9017901	20,17632314	Hawaii	34	10,8	52,4	0	2	7,197158215	10,43647778	1,306322975	13,37922468	23,04152809	339,5305786	6,2617116	0,00365	0	0	0,00508375	0,02422925	0	0	0	27,671	0,915251	0,071500003	0,0079	56,0243988	10,57929993	6,821845055	0,048728	11,28816981	15,24	3	0	0	1	0
559	-155,9273299	19,86209727	Hawaii	29,7968083	14,5095435	35,16974575	0	18,1357053	7,527607609	9,435720512	0,316468743	6,902547917	20,40233839	735,6495361	0	0,002512717	0	0	0,0665927	0,258201317	0	0	6,64378935	27,415	0,856637	0,091600001	0,170000002	54,06439972	8,343099594	6,496282101	0,054598998	11,5316785	7,62	3	0	0	1	0
560	-155,9273666	19,85569711	Hawaii	15,50179927	1,606392533	79,063749	0	2,888666667	16,86643019	0,212602543	0,378951549	0,168455053	12,34318555	820,5322266	0	0,00237145	0	0	0,0665927	0,2570626	29,1233273	3,0096967	7,3878815	27,415	0,856637	0,091600001	0,170000002	54,06439972	8,343099594	6,496282101	0,054598998	3,896194655	2,4384	3	0	0	1	0
562	-155,9007397	20,17708224	Hawaii	12,2	8,8	75,4	0	1,6	16,98122086	6,516831932	8,835387423	3,322851565	15,25739181	339,5305786	8,225860125	0,003998375	0	0	0	0	0	0	0	27,671	0,915251	0,071500003	0,0079	56,0243988	10,57929993	6,821845055	0,048728	9,683517632	5,7912	3	0	0	1	0
563	-155,9012132	20,17072199	Hawaii	14,8	15,2	66,4	0	0,4	29,36645036	2,56554384	2,009711333	1,002963904	34,37761621	84,8826447	0,9579721	0,00417155	0	0	0,00508375	0,02472895	0,36399045	0	0	27,671	0,915251	0,064300001	0,002	56,0243988	10,57929993	6,42600584	0,041487001	12,2468156	9,2964	3	0	0	1	0
564	-155,9264905	19,85794772	Hawaii	49,60069308	12,60749905	35,72528883	0	1,349511665	4,220858676	6,215655489	0,39006841	0,452039759	20,86118914	778,0908814	0	0,0022677	0	0	0,0665927	0,2568725	0	3,0096967	7,35612225	27,415	0,856637	0,091600001	0,170000002	54,06439972	8,343099594	6,496282101	0,054598998	3,995770019	3,3528	3	0	0	1	0
565	-155,9004176	20,16836988	Hawaii	12,8	6	78,4	0	2,4	27,43065493	3,776724281	5,51693834	2,325637644	22,23094367	84,8826447	0,4457632	0,004174	0	0	0,0101675	0,049848325	18,2019768	0,94057845	0	27,671	0,915251	0,064300001	0,002	56,0243988	10,57929993	6,42600584	0,041487001	11,12694201	5,334	3	0	0	1	0
566	-155,9005877	20,16369678	Hawaii	13,06666667	12,53333333	71,46666667	0	0,533333333	18,98060825	8,061342864	1,621872615	10,67705243	31,82467793	28,2942142	0,002064733	0,004367033	0	0	0,0101675	0,050675	0,7279809	0,6270523	0	27,671	0,915251	0,064300001	0,002	56,0243988	10,57929993	6,42600584	0,041487001	11,96587452	3,9624	3	0	0	1	0
568	-155,9250517	19,86305429	Hawaii	33,57930908	6,048191775	35,46406143	0	24,30173377	1,911465686	2,51305755	0,114914318	9,949477437	16,10901475	650,766922	0	0,003681925	0	0	0,0665927	0,2569312	0,819080775	0	6,89046145	27,415	0,856637	0,091600001	0,170000002	54,06439972	8,343099594	8,893364072	0,050636001	10,54293393	10,668	3	0	0	1	0
570	-155,9244253	19,86683995	Hawaii	25,09639374	20,61351037	39,23520514	0,15878117	13,81478854	4,289286007	2,352098141	1,04953779	3,65225431	36,41491776	443,2760264	0	0,004637333	0	0	0,0665927	0,2575253	1,0921077	0	6,724774833	27,415	0,856637	0,091600001	0,170000002	54,06439972	8,343099594	10,00715478	0,048858335	22,7143357	7,9248	5	0	0	0	1
571	-155,899738	20,16591654	Hawaii	7,2	9,2	80	0	0	17,26356218	16,50779667	0	1,376256	18,07186708	84,8826447	0,0730333	0,0043256	0	0	0,0101675	0,05042145	18,2019768	1,8811569	0	27,671	0,915251	0,064300001	0,002	56,0243988	10,57929993	6,42600584	0,041487001	11,39935189	3,2004	3	0	0	1	0
574	-155,9528688	19,50527981	Hawaii	36,73866331	4,185134472	50,90075184	1,888847653	4,696606825	7,320429945	4,214537398	3,370801527	4,798585607	17,39778444	1287,386719	0	0,1276567	0	0	0,1775087	0,5054272	18,2019768	0	6,637126	27,55	0,822759	0,075999998	0,0099	46,19589996	7,084599972	12,23273563	0,057142999	8,038776712	13,9	5	0	0	0	1
575	-155,9228959	19,87113106	Hawaii	34,643481	13,75715201	47,82115639	0	3,301816062	33,04391988	3,944517614	2,241792637	10,41357007	30,39221175	311,2363586	0	0,005249	0	0	0,0665927	0,2571162	1,0921077	0,1128153	7,330698	27,415	0,856637	0,091600001	0,170000002	54,06439972	8,343099594	10,76192474	0,047162	8,539629123	4,2672	3	0	0	1	0
577	-155,9221558	19,87299825	Hawaii	22,62876852	12,76112371	61,31360034	0	2,5808609	16,78370972	5,785884713	5,281431274	11,48834117	42,11103336	0	0	0,005249525	0	0	0,0665927	0,256955825	1,0921077	0,028203825	6,80197215	27,415	0,856637	0,091600001	0,170000002	54,06439972	8,343099594	10,76192474	0,047162	12,42712425	7,62	3	0	0	1	0
582	-155,9467295	19,4830321	Hawaii	26,07149417	11,36639084	52,70808897	2,044369662	6,565837085	9,703697424	15,22863777	4,905454832	2,182673144	35,81562078	0	0	0,122696767	0	1	0,1775087	0,4811209	10,9210768	0,3761799	2,185416467	27,607	0,835396	0,072499998	0,0198	43,47570038	7,057300091	10,55648334	0,063339666	33,09978643	10,0584	5	0	0	0	1
583	-155,893206	20,12523456	Hawaii	19,93105967	2,707391667	56,75934807	3,392229344	12,81559603	3,022109201	4,546733857	2,028002514	1,160728844	7,177303191	28,2942142	1,1184746	0,0042064	0	0	0,0119203	0,1868826	1,0921077	0	3,9465084	27,496	0,861077	0,064300001	0,002	56,0243988	10,57929993	6,801821232	0,041487001	16,65492809	24,5	5	0	0	0	1
585	-155,942758	19,48284848	Hawaii	21,9	13,9	51	7,1	5,8	15,02128916	8,437861357	4,722762797	2,131550828	21,41466439	0	0	0,1177721	0	1	0,1775087	0,47704755	7,2806268	0,56426985	4,46192715	27,607	0,835396	0,072499998	0,0198	43,47570038	7,057300091	11,01469803	0,060860999	26,75957734	12,3444	5	0	0	0	1
586	-155,9403555	19,48159203	Hawaii	34,1	18,725	37,05	4,725	4,55	12,81613636	2,857468138	3,983963592	8,002009855	32,87136303	113,176857	0	0,11241045	0	1	0,1775087	0,47382545	10,9210768	0	4,07310605	27,607	0,835396	0,072499998	0,0198	43,47570038	7,057300091	9,707300186	0,062426999	21,60588403	8,0772	5	0	0	0	1
587	-155,9382649	19,47941866	Hawaii	20,36785714	7,978571429	59,92857143	6,546428571	3,678571429	15,32211334	6,193784675	4,454040654	4,295583879	19,56627656	113,176857	0	0,1060121	0	1	0,1775087	0,4711164	10,9210768	0	5,86820415	27,607	0,835396	0,072499998	0,0198	43,47570038	7,057300091	9,707300093	0,062427	16,6946947	7,4676	5	0	0	0	1
588	-155,9363471	19,47811365	Hawaii	38,1	11,5	42,1	4,4	1,4	14,21438028	6,947975735	6,476249519	6,113528487	29,71226003	346,6041146	0	0,09841955	0	0	0,1775087	0,4685086	10,9210768	0	6,941489	27,607	0,835396	0,072499998	0,0198	43,47570038	7,057300091	8,612372067	0,0567515	21,99947985	7,0104	5	0	0	0	1
592	-155,8927059	19,92990293	Hawaii	39,52239917	13,61532767	28,89670488	4,428915179	9,12162163	8,13996983	4,14227689	0	4,983854786	17,5696383	268,7950439	0	0,0048599	0	1	0,0665927	0,2487803	0	0	5,447957	27,633	0,873563	0,090099998	0,138300002	53,56689835	8,327699661	11,56943703	0,046184	22,70436283	15	5	0	0	0	1
595	-155,9258297	19,47994059	Hawaii	33,02115385	7,308974359	26,98141026	0,908974359	30,32948718	17,94392631	1,170863555	1,450734937	7,604013788	45,87618189	16778,46826	0	0,061248925	0	0	0	0	0	0	0	27,607	0,835396	0,072499998	0,0198	43,47570038	7,057300091	7,517444134	0,051075999	7,057486115	10,8204	5	0	0	0	1
596	-155,9267855	19,46281321	Hawaii	33,34422382	7,527697567	53,12901468	3,894478844	0,931690912	7,486587065	9,835267076	3,539243313	4,147719038	11,04279923	8714,618164	0	0,0421867	0	0	0,1775087	0,4508435	29,1233273	0	7,0250216	27,607	0,835396	0,072499998	0,0198	43,47570038	7,057300091	10,10758305	0,051663	22,22643269	11,5	5	0	0	0	1
598	-155,9246279	19,46342063	Hawaii	67	6	12,8	4,2	9,6	5,665660863	3,841453671	0,727317434	2,635219872	7,670098635	8714,618164	0	0,0457581	0	0	0,1775087	0,44857445	29,1233273	3,0096967	7,3553834	27,607	0,835396	0,072499998	0,0198	43,47570038	7,057300091	10,10758305	0,051663	12,39071914	8,5344	5	0	0	0	1
599	-155,9236571	19,47071146	Hawaii	37,10104167	16,24166667	35,9125	1,466666667	6,459375	12,01028281	5,023531702	3,054362727	4,957081342	11,89699474	10105,75	0	0,044903083	0	0	0,1399374	0,311082533	29,1233273	1,003232233	3,321122167	27,607	0,835396	0,072499998	0,0198	43,47570038	7,057300091	8,697020531	0,050294001	10,26856634	8,6868	5	0	0	0	1
600	-155,9231326	19,47428298	Hawaii	44,2	14,2	30	4,8	5,2	7,42176957	4,313466948	1,34346032	7,366102569	18,51750278	9945,416016	0	0,0400493	0	0	0,1023661	0,1720362	0	0	0	27,607	0,835396	0,072499998	0,0198	43,47570038	7,057300091	8,697020531	0,050294001	9,646142307	14,3256	5	0	0	0	1
603	-155,9221529	19,47255638	Hawaii	47,91706924	6,534609795	38,02756765	1,910031028	4,431884058	13,28749672	13,42977136	1,023057971	2,107057316	39,68896057	11643,06901	0	0,046496567	0	0	0,1023661	0,171517067	29,1233273	1,003232233	0	27,607	0,835396	0,072499998	0,0198	43,47570038	7,057300091	8,697020531	0,050294001	11,7275391	7,62	5	0	0	0	1
610	-155,9211493	19,43425758	Hawaii	33,8	11,4	41,75	4,35	2,9	15,82103027	11,22730534	13,3281503	2,355344124	56,94736451	84,8826447	0	0,0271408	0	0	0,1775087	0,4146625	1,0921077	0	2,742373	27,602	0,850622	0,072499998	0,0198	43,47570038	7,057300091	15,23916531	0,055969	22,19251353	8,8392	5	0	0	0	1
611	-155,8679658	20,08142074	Hawaii	45,30268627	12,6607437	38,61744258	0,32717049	0,922046502	9,261068016	2,480894384	0,666995835	1,192061549	13,15078226	820,5322266	14,59198793	0,013616467	0	1	0,0665927	0,209071367	18,2019768	0,6270523	3,682470033	27,667	0,882428	0,086300001	0,134399995	53,13359833	8,451899529	6,094954967	0,043053001	15,21624344	9,4	5	0	0	0	1
612	-155,9200131	19,42925627	Hawaii	29,8	16,4	44,6	2,4	1,4	13,87645211	0	25,81891173	13,0032404	46,60112115	495,1487427	0	0,0271408	0	1	0,1775087	0,4069932	0,7279809	3,0096967	7,2840405	27,602	0,850622	0,072499998	0,0198	43,47570038	7,057300091	14,36497	0,056751	18,53631074	8,8392	2	0	1	0	0
614	-155,8646637	20,07431093	Hawaii	53,54273076	8,02245412	26,28275123	2,212656281	8,913267179	3,184946406	3,694239417	0,387337977	5,265081233	18,1528037	3197,246094	21,0904942	0,0207886	0	1	0,0665927	0,211867	18,2019768	0	4,0163131	27,667	0,882428	0,086300001	0,134399995	53,13359833	8,451899529	5,867839813	0,042856999	17,6111297	13,4	5	0	0	0	1
616	-155,9168037	19,42538972	Hawaii	29,26666667	15,46666667	47,26666667	3,133333333	2,8	12,18571829	4,835295727	9,200794067	1,600260865	25,02322197	565,8842773	0	0,027323133	0	1	0,1775087	0,4012744	18,2019768	1,003232233	6,7295513	27,602	0,850622	0,072499998	0,0198	43,47570038	7,057300091	14,36497021	0,056751002	27,74034578	9,144	5	0	0	0	1
617	-155,9145799	19,4250222	Hawaii	31,46666667	9,466666667	44,53333333	2,8	9,466666667	15,58243157	7,22268414	3,962491044	5,36091027	22,66130919	565,8842773	0	0,0271408	0	1	0,1775087	0,399011367	18,2019768	1,003232233	6,9680603	27,602	0,850622	0,072499998	0,0198	43,47570038	7,057300091	14,36497021	0,056751002	31,12669171	8,5344	5	0	0	0	1
618	-155,914759	19,42146037	Hawaii	31,4	10,04	50,64	1,52	3,44	9,35476404	8,769111665	4,447766666	0,984388907	21,67608127	565,8842773	0	0,02609465	0	1	0,1775087	0,394958283	29,1233273	1,003232233	5,7358791	27,602	0,850622	0,072499998	0,0198	43,47570038	7,057300091	14,36497021	0,056751002	15,99262718	8,8392	5	0	0	0	1
619	-155,9123476	19,42345528	Hawaii	47,02857143	12,17142857	32,34285714	3,171428571	2,914285714	17,92614743	9,552062923	4,20026134	2,909745029	19,7259771	594,1784668	0	0,02688012	1	1	0,1775087	0,39499341	26,9390572	1,50484835	6,70925607	27,602	0,850622	0,072499998	0,0198	43,47570038	7,057300091	14,36497021	0,056751002	17,89930531	6,096	5	0	0	0	1
620	-155,8666672	19,95176404	Hawaii	32,04497475	9,195625281	52,32800448	0,950854701	3,760824336	32,29595189	34,4365683	2,41572344	5,237071085	10,27182454	2518,185059	0	0,092372425	0	0	0,0665927	0,24124765	7,280831825	0,752424175	6,973938125	27,5695	0,87433	0,090099998	0,138300002	53,56689835	8,327699661	8,269307966	0,0445205	13,90330299	10	5	0	0	0	1
